,Symbol,Name,Industry,IndustryCode
2095,CFFE,CF Acquisition Corp VIII Class A,기타 금융업,556010
2096,HYACU,Haymaker Acquisition Corp III Unit,기타 금융업,556010
2097,LGSTU,Semper Paratus Acquisition Units,기타 금융업,556010
2098,MPAA,Motorcar Parts of America Inc,자동차 및 자동차 부품,531010
2099,ACTDU,ArcLight Clean Transition II Units,기타 금융업,556010
2100,VBNK,VersaBank,은행,551010
2101,HMCOU,HumanCo Acquisition Units,기타 금융업,556010
2102,GCBC,Greene County Bancorp Inc,은행,551010
2103,WTFCP,Wintrust Financial Corp ADR,은행,551010
2104,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
2105,HCNEU,Jaws Hurricane Acquisition Units,기타 금융업,556010
2106,AVNW,Aviat Networks Inc,커뮤니케이션 및 네트워킹,571020
2107,VPCB,VPC Impact Acquisition Holdings II Class A,기타 금융업,556010
2108,FUSN,Fusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2109,FSSI,Fortistar Sustainable Solutions Corp Class A,기타 금융업,556010
2110,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
2111,DNAC,Social Capital Suvretta Holdings Corp III Class A,기타 금융업,556010
2112,GAMB,Gambling.com Group Ltd,호텔 및 엔터테인먼트,533010
2113,DNAA,Social Capital Suvretta Holdings Corp I Class A,기타 금융업,556010
2114,XBIT,XBiotech Inc,생명과학 및 메디컬 리서치,562020
2115,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
2116,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2117,CHPMU,CHP Merger Corp Unit,기타 금융업,556010
2118,UNTY,Unity Bancorp Inc,은행,551010
2119,ORMP,Oramed Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2120,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
2121,PFTA,Portage Fintech Acquisition Corp Class A,기타 금융업,556010
2122,OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
2123,SDACU,Sustainable Development Acquisition I Units,기타 금융업,556010
2124,MCBC,Macatawa Bank Corp,은행,551010
2125,RCLF,Rosecliff Acquisition Corp I Class A,기타 금융업,556010
2126,NPAB,New Providence Acquisition II Corp Class A,기타 금융업,556010
2127,HWEL,Healthwell Acquisition Corp I Class A,기타 금융업,556010
2128,GOBI,Gobi Acquisition Corp Class A,기타 금융업,556010
2129,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2130,EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
2131,FTCI,FTC Solar Inc,"건설장비 및 대형차, 기차, 배",521020
2132,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
2133,MTAC,Medtech Acquisition Corp Class A,기타 금융업,556010
2134,ENTFU,Enterprise 4 0 Technology Acquisition Units,기타 금융업,556010
2135,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
2136,LNDC,Landec Corp,식품 및 담배,541020
2137,PMGMU,Priveterra Acquisition Units,기타 금융업,556010
2138,ARGUU,Argus Capital Units,기타 금융업,556010
2139,DNAB,Social Capital Suvretta Holdings Corp II Class A,기타 금융업,556010
2140,DNAD,Social Capital Suvretta Holdings Corp IV Class A,기타 금융업,556010
2141,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
2142,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
2143,RENT,Rent the Runway Inc Class A,섬유 및 의류,532020
2144,LEVL,Level One Bancorp Inc,은행,551010
2145,SSAAU,Science Strategic Acquisition Alpha Units,기타 금융업,556010
2146,DHCAU,DHC Acquisition Units,기타 금융업,556010
2147,GATEU,Marblegate Acquisition Units,기타 금융업,556010
2148,III,Information Services Group Inc,소프트웨어 및 IT서비스,572010
2149,ADAG,Adagene Inc ADR,생명과학 및 메디컬 리서치,562020
2150,NBN,Northeast Bank,은행,551010
2151,AGGRU,Agile Growth Units,기타 금융업,556010
2152,TCBIO,Texas Capital Bancshares Inc ADR,은행,551010
2153,MON,Monument Circle Acquisition Corp Class A,기타 금융업,556010
2154,PSAG,Property Solutions Acquisition Corp II Class A,기타 금융업,556010
2155,HCII,Hudson Executive Investment Corp II Class A,기타 금융업,556010
2156,RVAC,Riverview Acquisition Corp Class A,기타 금융업,556010
2157,ITHX,ITHAX Acquisition Corp Class A,기타 금융업,556010
2158,ARTAU,Artisan Acquisition Units,기타 금융업,556010
2159,FIAC,Focus Impact Acquisition Corp Class A,기타 금융업,556010
2160,SCAQ,Stratim Cloud Acquisition Corp Class A,기타 금융업,556010
2161,ALTUU,Altitude Acquisition Units,기타 금융업,556010
2162,BCSAU,Blockchain Coinvestors Acquisition I Units,기타 금융업,556010
2163,ACAHU,Atlantic Coastal Acquisition Units,기타 금융업,556010
2164,BKCC,BlackRock Capital Investment Corp,다양한 금융서비스,555010
2165,SBT,Sterling Bancorp Inc,은행,551010
2166,IGACU,IG Acquisition Unit,기타 금융업,556010
2167,AHRNU,Ahren Acquisition Units,기타 금융업,556010
2168,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
2169,WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
2170,JSM,Navient Corp PRF,은행,551010
2171,ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
2172,SIERU,Sierra Lake Acquisition Units,기타 금융업,556010
2173,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2174,ADAL,Anthemis Digital Acquisitions I Corp Class A,기타 금융업,556010
2175,COVAU,Crescent Cove Acquisition Units,기타 금융업,556010
2176,AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
2177,ESAC,ESGEN Acquisition Corp Class A,기타 금융업,556010
2178,SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
2179,RCKY,Rocky Brands Inc,섬유 및 의류,532020
2180,SVOK,Seven Oaks Acquisition Corp Class A,기타 금융업,556010
2181,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2182,GXIIU,GX Acquisition II Units,기타 금융업,556010
2183,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
2184,TLC,Taiwan Liposome Co Ltd ADR,생명과학 및 메디컬 리서치,562020
2185,WAFDP,Washington Federal Inc ADR,은행,551010
2186,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
2187,GPACU,Global Partner Acquisition II Units,기타 금융업,556010
2188,IRCP,IRSA Propiedades Comerciales SA ADR,주택 및 상업용 리츠,601020
2189,TH,Target Hospitality Corp,호텔 및 엔터테인먼트,533010
2190,CIIGU,CIIG Capital Partners II Units,기타 금융업,556010
2191,HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
2192,TSIBU,Tishman Speyer Innovation II Units,기타 금융업,556010
2193,PLMIU,Plum Acquisition I Units,기타 금융업,556010
2194,PBFS,Pioneer Bancorp Inc,은행,551010
2195,ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
2196,NRAC,Noble Rock Acquisition Corp Class A,기타 금융업,556010
2197,BKEPP,Blueknight Energy Partners LP PRF,오일 및 가스,501020
2198,AEAC,Authentic Equity Acquisition Corp Class A,기타 금융업,556010
2199,EJFAU,EJF Acquisition Units,기타 금융업,556010
2200,THCP,Thunder Bridge Capital Partners IV Inc Class A,기타 금융업,556010
2201,FDBC,Fidelity D&D Bancorp Inc,은행,551010
2202,ATRO,Astronics Corp,우주항공 및 국방,521010
2203,THTX,Theratechnologies Inc,제약,562010
2204,IMAQ,International Media Acquisition Corp Class A,기타 금융업,556010
2205,DYNS,Dynamics Special Purpose Corp Class A,기타 금융업,556010
2206,AKIC,Sports Ventures Acquisition Corp Class A,기타 금융업,556010
2207,NVEC,NVE Corp,반도체 및 반도체 장비,571010
2208,XPDBU,Power Digital Infrastructure Acquisition II Units,기타 금융업,556010
2209,BLEU,Bleuacacia Ltd Class A,기타 금융업,556010
2210,SSTI,Shotspotter Inc,소프트웨어 및 IT서비스,572010
2211,AXTI,AXT Inc,반도체 및 반도체 장비,571010
2212,EYPT,EyePoint Pharmaceuticals Inc,제약,562010
2213,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
2214,GXGX,GX Acquisition Corp Class A,기타 금융업,556010
2215,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
2216,GWII,Good Works II Acquisition Corp,기타 금융업,556010
2217,SVFB,SVF Investment Corp 2 Class A,기타 금융업,556010
2218,PCSB,PCSB Financial Corp,은행,551010
2219,HORIU,Emerging Markets Horizon Units,기타 금융업,556010
2220,FVCB,FVCBankcorp Inc,은행,551010
2221,PPYAU,Papaya Growth Opportunity I Units,기타 금융업,556010
2222,HCMAU,HCM Acquisition Units,기타 금융업,556010
2223,CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
2224,SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
2225,BRKHU,BurTech Acquisition Units,기타 금융업,556010
2226,PFHD,Professional Holding Corp Class A,은행,551010
2227,ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
2228,DTRT,DTRT Health Acquisition Corp Class A,기타 금융업,556010
2229,AHPA,Avista Public Acquisition Corp II Class A,기타 금융업,556010
2230,USCT,TKB Critical Technologies 1 Class A,기타 금융업,556010
2231,FCUV,Focus Universal Inc,미디어 및 출판,533020
2232,FRON,Frontier Acquisition Corp Class A,기타 금융업,556010
2233,PCCT,Perception Capital Corp II Class A,기타 금융업,556010
2234,DPCS,DP Cap Acquisition I Corp Class A,기타 금융업,556010
2235,CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
2236,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
2237,OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2238,TZPSU,TZP Strategies Acquisition Units,기타 금융업,556010
2239,ARRWU,Arrowroot Acquisition Units,기타 금융업,556010
2240,DHBCU,DHB Capital Units,기타 금융업,556010
2241,KLAQU,Kl Acquisition Units,기타 금융업,556010
2242,GAMCU,Golden Arrow Merger Units,기타 금융업,556010
2243,PKBK,Parke Bancorp Inc,은행,551010
2244,IPVIU,InterPrivate IV InfraTech Partners Units,기타 금융업,556010
2245,NWPX,Northwest Pipe Co,메탈&마이닝,512010
2246,VOR,Vor Biopharma Inc,생명과학 및 메디컬 리서치,562020
2247,ASPC,Alpha Capital Acquisition Co Class A,기타 금융업,556010
2248,SVNA,7 Acquisition Corp Class A,기타 금융업,556010
2249,BLTS,Bright Lights Acquisition Corp Class A,기타 금융업,556010
2250,VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2251,CMCA,Capitalworks Emerging Markets Acquisition Corp Class A,기타 금융업,556010
2252,KAII,Kismet Acquisition Two Corp Class A,기타 금융업,556010
2253,CRESY,Cresud SACIF y A ADR,통신 서비스,574010
2254,BIOT,Biotech Acquisition Co Class A,기타 금융업,556010
2255,AEAE,Altenergy Acquisition Corp Class A,기타 금융업,556010
2256,CPLP,Capital Product Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2257,LCAAU,L Catterton Asia Acquisition Units,기타 금융업,556010
2258,KIIIU,Kismet Acquisition Three Units,기타 금융업,556010
2259,SPKBU,Silver Spike Acquisition Ii Units,기타 금융업,556010
2260,DAOO,Crypto 1 Acquisition Corp Class A,기타 금융업,556010
2261,XFIN,ExcelFin Acquisition Corp Class A,기타 금융업,556010
2262,DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
2263,BHAC,Crixus Bh3 Acquisition Co Class A,기타 금융업,556010
2264,ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
2265,CLRMU,Clarim Acquisition Units,기타 금융업,556010
2266,CRIS,Curis Inc,생명과학 및 메디컬 리서치,562020
2267,SWAG,Software Acquisition Group III Inc Class A,기타 금융업,556010
2268,IQMD,Intelligent Medicine Acquisition Corp Class A,기타 금융업,556010
2269,PTIC,PropTech Investment II Corp Class A,기타 금융업,556010
2270,PSTX,Poseida Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2271,KINZU,KINS Technology Group Units,기타 금융업,556010
2272,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2273,NOAC,Natural Order Acquisition Corp,기타 금융업,556010
2274,FRBA,FIRST BANK (Hamilton),은행,551010
2275,WWAC,Worldwide Webb Acquisition Corp Class A,기타 금융업,556010
2276,ACNB,ACNB Corp,은행,551010
2277,PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
2278,SHAC,SCP & Healthcare Acquisition Co Class A,기타 금융업,556010
2279,VII,7GC & Holdings Co Inc Class A,기타 금융업,556010
2280,GTYH,Gty Technology Holdings Inc,소프트웨어 및 IT서비스,572010
2281,HCCCU,Healthcare Capital Units,기타 금융업,556010
2282,GNAC,Group Nine Acquisition Corp Class A,기타 금융업,556010
2283,ZWRK,Z-Work Acquisition Corp Class A,기타 금융업,556010
2284,VELO,Velocity Acquisition Corp Class A,기타 금융업,556010
2285,LDHA,LDH Growth Corp I Class A,기타 금융업,556010
2286,PYXS,Pyxis Oncology Inc,생명과학 및 메디컬 리서치,562020
2287,SANG,Sangoma Technologies Corp,커뮤니케이션 및 네트워킹,571020
2288,ITQ,Itiquira Acquisition Corp Class A,기타 금융업,556010
2289,BCBP,BCB Bancorp Inc,은행,551010
2290,OSTR,Oyster Enterprises Acquisition Corp Class A,기타 금융업,556010
2291,CLLS,Cellectis SA ADR,생명과학 및 메디컬 리서치,562020
2292,BBIG,Vinco Ventures Inc,레저 상품,532050
2293,VLAT,Valor Latitude Acquisition Corp Class A,기타 금융업,556010
2294,ADERU,26 Capital Acquisition Units,기타 금융업,556010
2295,CGEN,Compugen Ltd,생명과학 및 메디컬 리서치,562020
2296,VCXA,10X Capital Venture Acquisition II Corp Class A,기타 금융업,556010
2297,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
2298,RPID,Rapid Micro Biosystems Inc Class A,제약,562010
2299,DXLG,Destination XL Group Inc,전문품 상점,534030
2300,AMTX,Aemetis Inc,재생에너지,502010
2301,LQDA,Liquidia Corp,생명과학 및 메디컬 리서치,562020
2302,BLEUU,bleuacacia Units,기타 금융업,556010
2303,ESQ,Esquire Financial Holdings Inc,은행,551010
2304,STRS,Stratus Properties Inc,부동산 운영 관리,601010
2305,LHAA,Lerer Hippeau Acquisition Corp Class A,기타 금융업,556010
2306,TMKRU,Tastemaker Acquisition Units,기타 금융업,556010
2307,VKTX,Viking Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2308,IMRX,Immuneering Corp Class A,생명과학 및 메디컬 리서치,562020
2309,HLAHU,Hamilton Lane Alliance Holdings I Units,기타 금융업,556010
2310,ORRF,Orrstown Financial Services Inc,은행,551010
2311,USCB,US Century Bank Class A,은행,551010
2312,FSBW,FS Bancorp Inc,은행,551010
2313,SWETU,Athlon Acquisition Units,기타 금융업,556010
2314,KALV,Kalvista Pharmaceuticals Inc,제약,562010
2315,UROY,Uranium Royalty Corp,우라늄,503010
2316,GTPAU,Gores Technology Partners Units,기타 금융업,556010
2317,BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
2318,KAIRU,Kairos Acquisition Units,기타 금융업,556010
2319,EACPU,Edify Acquisition Units,기타 금융업,556010
2320,JUGGU,Jaws Juggernaut Acquisition Units,기타 금융업,556010
2321,FRSG,First Reserve Sustainable Growth Corp Class A,기타 금융업,556010
2322,CTMX,CytomX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2323,AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
2324,ATVCU,Tribe Capital Growth I Units,기타 금융업,556010
2325,CVCY,Central Valley Community Bancorp,은행,551010
2326,TRHC,Tabula Rasa HealthCare Inc,헬스케어 장비 및 용품,561010
2327,TMTS,Spartacus Acquisition Corp Class A,기타 금융업,556010
2328,POWRU,Powered Brands Units,기타 금융업,556010
2329,NVSAU,New Vista Acquisition Units,기타 금융업,556010
2330,AFAQ,AF Acquisition Corp Class A,기타 금융업,556010
2331,COGT,Cogent Biosciences Inc,생명과학 및 메디컬 리서치,562020
2332,GAN,Gan Ltd,소프트웨어 및 IT서비스,572010
2333,TMC,TMC the metals company Inc,메탈&마이닝,512010
2334,SHQA,Shelter Acquisition Corporation I Class A,기타 금융업,556010
2335,SKYA,Skydeck Acquisition Corp Class A,기타 금융업,556010
2336,NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
2337,GIW,Giginternational1 Inc,기타 금융업,556010
2338,ANNX,Annexon Inc,제약,562010
2339,LVRAU,Levere Holdings Units,기타 금융업,556010
2340,HLG,Hailiang Education Group Inc ADR,학교,631020
2341,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
2342,NBTX,Nanobiotix SA ADR,생명과학 및 메디컬 리서치,562020
2343,ALCO,Alico Inc,식품 및 담배,541020
2344,NRIM,Northrim BanCorp Inc,은행,551010
2345,ONYXU,Onyx Acquisition I Units,기타 금융업,556010
2346,FSRXU,FinServ Acquisition II Units,기타 금융업,556010
2347,ADMA,ADMA Biologics Inc,제약,562010
2348,GLHA,Glass Houses Acquisition Corp Class A,기타 금융업,556010
2349,UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
2350,RXST,Rxsight Inc,헬스케어 장비 및 용품,561010
2351,PBCTP,People's United Financial Inc PRF,은행,551010
2352,FORA,Forian Inc,소프트웨어 및 IT서비스,572010
2353,MEIP,MEI Pharma Inc,제약,562010
2354,LMNR,Limoneira Co,식품 및 담배,541020
2355,MYFW,First Western Financial Inc,은행,551010
2356,KMDA,Kamada Ltd,제약,562010
2357,VRA,Vera Bradley Inc,섬유 및 의류,532020
2358,NCACU,Newcourt Acquisition Units,기타 금융업,556010
2359,PFBI,Premier Financial Bancorp Inc,은행,551010
2360,BSKY,Big Sky Growth Partners Inc Class A,기타 금융업,556010
2361,XPAX,XPAC Acquisition Corp Class A,기타 금융업,556010
2362,BWFG,Bankwell Financial Group Inc,은행,551010
2363,KRNLU,Kernel Group Holdings Units,기타 금융업,556010
2364,HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
2365,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
2366,FTCVU,Fintech Acquisition V Units,기타 금융업,556010
2367,ACABU,Atlantic Coastal Acquisition II Units,기타 금융업,556010
2368,BOCH,Bank of Commerce Holdings,은행,551010
2369,GSAQU,Global Synergy Acquisition Units,기타 금융업,556010
2370,RVACU,Riverview Acquisition Units,기타 금융업,556010
2371,LFACU,LF Capital Acquisition II Corp Unit,기타 금융업,556010
2372,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
2373,EGLX,Enthusiast Gaming Holdings Inc,소프트웨어 및 IT서비스,572010
2374,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
2375,DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
2376,FBIZ,First Business Financial Services Inc,은행,551010
2377,CFFEU,CF Acquisition VIII Units,기타 금융업,556010
2378,MIGI,Mawson Infrastructure Group Inc,소프트웨어 및 IT서비스,572010
2379,FTAAU,FTAC Athena Acquisition Units,기타 금융업,556010
2380,FSSIU,Fortistar Sustainable Solutions Units,기타 금융업,556010
2381,ISLE,Isleworth Healthcare Acquisition Corp,기타 금융업,556010
2382,MCAA,Mountain & I Acquisition Co Corp Class A,기타 금융업,556010
2383,AVAC,Avalon Acquisition Inc Class A,기타 금융업,556010
2384,FRBK,Republic First Bancorp Inc,은행,551010
2385,STTK,Shattuck Labs Inc,생명과학 및 메디컬 리서치,562020
2386,FRW,PWP Forward Acquisition Corp I Class A,기타 금융업,556010
2387,EMLDU,FTAC Emerald Acquisition Units,기타 금융업,556010
2388,VPCBU,VPC Impact Acquisition Holdings II Units,기타 금융업,556010
2389,AURCU,Aurora Acquisition Units,기타 금융업,556010
2390,HOFT,Hooker Furnishings Corp,가정용품,532040
2391,FHLTU,Future Health ESG Units,기타 금융업,556010
2392,CYBE,CyberOptics Corp,전자 장비 및 부품,571040
2393,LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
2394,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2395,CUE,Cue Biopharma Inc,생명과학 및 메디컬 리서치,562020
2396,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2397,PFTAU,Portage Fintech Acquisition Units,기타 금융업,556010
2398,CNGL,Canna-Global Acquisition Corp Class A,기타 금융업,556010
2399,GGAAU,Genesis Growth Tech Acquisition Units,기타 금융업,556010
2400,LGVCU,Lamf Global Ventures I Units,기타 금융업,556010
2401,MNTS,Momentus Inc Class A,우주항공 및 국방,521010
2402,FTPAU,FTAC Parnassus Acquisition Units,기타 금융업,556010
2403,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
2404,INCR,InterCure Ltd,헬스케어 장비 및 용품,561010
2405,GFGDU,The Growth for Good Acquisition Units,기타 금융업,556010
2406,IIIIU,INSU Acquisition III Units,기타 금융업,556010
2407,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2408,SVOKU,Seven Oaks Acquisition Units,기타 금융업,556010
2409,DLCA,Deep Lake Capital Acquisition Corp Class A,기타 금융업,556010
2410,FITBO,Fifth Third Bancorp ADR,은행,551010
2411,RCLFU,Rosecliff Acquisition I Units,기타 금융업,556010
2412,EDNC,Endurance Acquisition Corp Class A,기타 금융업,556010
2413,MONCU,Monument Circle Acquisition Units,기타 금융업,556010
2414,TRDA,Entrada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2415,MTACU,MedTech Acquisition Units,기타 금융업,556010
2416,NPABU,New Providence Acquisition II Units,기타 금융업,556010
2417,GHAC,Gaming & Hospitality Acquisition Corp Class A,기타 금융업,556010
2418,XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
2419,HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
2420,TEKKU,Tekkorp Digital Acquisition Units,기타 금융업,556010
2421,DRAYU,Macondray Capital Acquisition I Units,기타 금융업,556010
2422,HPLT,Home Plate Acquisition Corp Class A,기타 금융업,556010
2423,CDAQ,Compass Digital Acquisition Corp Class A,기타 금융업,556010
2424,ARTE,Artemis Strategic Investment Corp Class A,기타 금융업,556010
2425,MLAI,McLaren Technology Acquisition Corp Class A,기타 금융업,556010
2426,THRN,Thorne Healthtech Inc,제약,562010
2427,TOAC,Talon 1 Acquisition Corp Class A,기타 금융업,556010
2428,RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
2429,PEGRU,Project Energy Reimagined Acquisition Units,기타 금융업,556010
2430,SMIH,Summit Healthcare Acquisition Corp Class A,기타 금융업,556010
2431,DALS,DA32 Life Science Tech Acquisition Corp Class A,기타 금융업,556010
2432,SHCA,Spindletop Health Acquisition Corp Class A,기타 금융업,556010
2433,GVCI,Green Visor Financial Technology Acquisition I Corp Class A,기타 금융업,556010
2434,APAC,Stonebridge Acquisition Corp Class A,기타 금융업,556010
2435,GTAC,Global Technology Acquisition Corp I Class A,기타 금융업,556010
2436,SCAQU,Stratim Cloud Acquisition Units,기타 금융업,556010
2437,HWELU,Healthwell Acquisition I Units,기타 금융업,556010
2438,CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
2439,GGMCU,Glenfarne Merger Units,기타 금융업,556010
2440,MPRA,Mercato Partners Acquisition Corp Class A,기타 금융업,556010
2441,VMGA,VMG Consumer Acquisition Corp Class A,기타 금융업,556010
2442,TCAC,Tuatara Capital Acquisition Corp Class A,기타 금융업,556010
2443,ZNTEU,Zanite Acquisition Units,기타 금융업,556010
2444,DISAU,Disruptive Acquisition I Units,기타 금융업,556010
2445,CBRG,Chain Bridge I Class A,기타 금융업,556010
2446,UTAA,UTA Acquisition Corp Class A,기타 금융업,556010
2447,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
2448,BTBT,Bit Digital Inc,핀테크,573010
2449,KOPN,Kopin Corp,반도체 및 반도체 장비,571010
2450,APTMU,Alpha Partners Technology Merger Units,기타 금융업,556010
2451,FHLT,Future Health Esg Corp,기타 금융업,556010
2452,BPAC,Bullpen Parlay Acquisition Co Class A,기타 금융업,556010
2453,SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
2454,ISO,IsoPlexis Corp,헬스케어 장비 및 용품,561010
2455,GWAC,Good Works Acquisition Corp,기타 금융업,556010
2456,SLVRU,Silverspac Units,기타 금융업,556010
2457,PASG,Passage Bio Inc,생명과학 및 메디컬 리서치,562020
2458,SAMG,Silvercrest Asset Management Group Inc Class A,투자은행 및 서비스,551020
2459,ORIA,Orion Biotech Opportunities Corp Class A,기타 금융업,556010
2460,TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
2461,SWKH,SWK Holdings Corp,은행,551010
2462,ITHXU,Ithax Acquisition Units,기타 금융업,556010
2463,RDBX,Redbox Entertainment Inc Class A,미디어 및 출판,533020
2464,FICV,Frontier Investment Corp Class A,기타 금융업,556010
2465,SLVR,SILVERspac Inc Class A,기타 금융업,556010
2466,PFSW,PFSweb Inc,소프트웨어 및 IT서비스,572010
2467,ALPP,Alpine 4 Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2468,GLRE,Greenlight Capital Re Ltd Class A,보험,553010
2469,LCNB,LCNB Corp,은행,551010
2470,AKICU,Sports Ventures Acq Units,기타 금융업,556010
2471,SVSVU,Spring Valley Acquisition Units,기타 금융업,556010
2472,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2473,BPYPO,Brookfield Property Partners LP Unit Class A,부동산 운영 관리,601010
2474,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2475,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2476,IDBA,Idex Biometrics ASA ADR,전자 장비 및 부품,571040
2477,NRACU,Noble Rock Acquisition Units,기타 금융업,556010
2478,GLSI,Greenwich Lifesciences Inc,제약,562010
2479,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2480,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2481,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
2482,FUND,Sprott Focus Trust Inc,다양한 금융서비스,555010
2483,PNFPP,Pinnacle Financial Partners Inc ADR,은행,551010
2484,NHIC,Newhold Investment II Corp Class A,기타 금융업,556010
2485,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2486,CREC,Crescera Capital Acquisition Corp Class A,기타 금융업,556010
2487,SY,So-Young International Inc ADR,소프트웨어 및 IT서비스,572010
2488,EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
2489,CBAN,Colony Bankcorp Inc,은행,551010
2490,CNTB,Connect Biopharma Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
2491,LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
2492,IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
2493,MHLD,Maiden Holdings Ltd,보험,553010
2494,PIRS,Pieris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2495,PTMN,Portman Ridge Finance Corp,다양한 금융서비스,555010
2496,ACEVU,ACE Convergence Acquisition Unit,기타 금융업,556010
2497,PUCKU,Goal Acquisitions Units,기타 금융업,556010
2498,CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2499,IMAQU,International Media Acquisition Units,기타 금융업,556010
2500,AGNCM,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
2501,MCAAU,Mountain I Acquisition Units,기타 금융업,556010
2502,GNUS,Genius Brands International Inc,미디어 및 출판,533020
2503,ASPCU,Alpha Capital Acquisition Company Units,기타 금융업,556010
2504,BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
